"","ID","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker","Creditability","Sex","Marital.Status"
"717",867,"No Account",12,"Critical Account","Business",1185,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Real Estate",27,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"718",868,"0 <= ... < 200 EU",15,"All Paid","Car(New)",6850,"100 <= ... < 500 EU","Unemployed","< 20%","None","1 - 4 Years","Savings Agreement/Life Insurance",34,"Stores","Own","1","Highly Qualified",">= 3","Registered","Yes","Bad","Male","Single"
"719",869,"0 <= ... < 200 EU",36,"Delay Paid","Car(New)",2862,"100 <= ... < 500 EU",">= 7 Years","> 35%","None","4 - 7 Years","Unknown",30,"None","For Free","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"720",870,"No Account",15,"Existing Paid","Radio/Television",1979,"Unknown",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",35,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"721",871,"No Account",24,"Existing Paid","Radio/Television",999,"Unknown",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",25,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"722",872,"< 0 EU",15,"Existing Paid","Car(New)",3959,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",29,"None","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"723",873,"< 0 EU",36,"Existing Paid","Furniture/Equipment",3446,"< 100 EU",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",42,"None","Own","1","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"724",874,"No Account",20,"Critical Account","Car(New)",3485,"Unknown","< 1 Year","20% - 25%","None","> 7 Years","Real Estate",44,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"725",875,">= 200 EU",12,"Delay Paid","Car(New)",2247,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",36,"Stores","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"726",876,"0 <= ... < 200 EU",9,"Existing Paid","Radio/Television",1082,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",37,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"727",877,"< 0 EU",36,"Existing Paid","Car(New)",1842,"< 100 EU","< 1 Year","> 35%","None","> 7 Years","Car or Other",34,"None","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"728",878,"No Account",12,"Existing Paid","Car(New)",2390,"Unknown",">= 7 Years","> 35%","None","4 - 7 Years","Car or Other",50,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"729",879,"< 0 EU",24,"All Paid","Furniture/Equipment",6872,"< 100 EU","< 1 Year","20% - 25%","None","< 1 Year","Savings Agreement/Life Insurance",55,"Bank","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Male","Divorced/Separated/Married"
"730",880,"No Account",18,"Existing Paid","Radio/Television",1453,"< 100 EU","< 1 Year","25% - 35%","None","< 1 Year","Real Estate",26,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"731",881,"No Account",36,"None Taken","Repairs",2613,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",27,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"732",882,"0 <= ... < 200 EU",18,"Existing Paid","Car(Used)",2779,"< 100 EU","1 <= ... < 4 Years","< 20%","None","4 - 7 Years","Car or Other",21,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"733",883,"< 0 EU",6,"Critical Account","Furniture/Equipment",3384,"< 100 EU","1 <= ... < 4 Years","< 20%","None","> 7 Years","Real Estate",44,"None","Rent","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Divorced/Separated/Married"
"734",884,"No Account",15,"Existing Paid","Appliances",874,"Unknown","< 1 Year","> 35%","None","< 1 Year","Real Estate",24,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"735",885,"< 0 EU",12,"Existing Paid","Radio/Television",674,"100 <= ... < 500 EU","4 <= ... < 7 Years","> 35%","None","< 1 Year","Savings Agreement/Life Insurance",20,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"736",886,"0 <= ... < 200 EU",18,"Existing Paid","Furniture/Equipment",1924,"Unknown","< 1 Year","> 35%","None","4 - 7 Years","Real Estate",27,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"737",887,"0 <= ... < 200 EU",12,"Critical Account","Car(New)",2366,"500 <= ... < 1000 EU","4 <= ... < 7 Years","25% - 35%","None","4 - 7 Years","Car or Other",36,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"738",888,"No Account",39,"Existing Paid","Car(Used)",2569,"500 <= ... < 1000 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",24,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"739",889,"< 0 EU",30,"None Taken","Business",8072,"Unknown","< 1 Year","20% - 25%","None","4 - 7 Years","Car or Other",25,"Bank","Own","4 or 5","Skilled Official","< 3","None","Yes","Good","Male","Single"
"740",890,"No Account",10,"Existing Paid","Radio/Television",1924,"< 100 EU","1 <= ... < 4 Years","< 20%","None","> 7 Years","Savings Agreement/Life Insurance",38,"None","Own","1","Skilled Official","< 3","Registered","No","Good","Male","Single"
"741",891,"No Account",15,"Delay Paid","Radio/Television",1478,"< 100 EU","1 <= ... < 4 Years","> 35%","None","4 - 7 Years","Real Estate",33,"Bank","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"742",892,"< 0 EU",30,"None Taken","Furniture/Equipment",4583,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Guarantor","1 - 4 Years","Real Estate",32,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"743",893,"No Account",15,"Existing Paid","Car(New)",3186,">= 1000 EU","4 <= ... < 7 Years","20% - 25%","None","4 - 7 Years","Car or Other",20,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"744",894,"No Account",24,"Existing Paid","Car(New)",1474,"100 <= ... < 500 EU","< 1 Year","> 35%","None","4 - 7 Years","Real Estate",33,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"745",895,"No Account",54,"None Taken","Car(Used)",9436,"Unknown","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Savings Agreement/Life Insurance",39,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"746",896,"No Account",12,"Critical Account","Radio/Television",522,"500 <= ... < 1000 EU",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",42,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"747",897,"No Account",4,"Critical Account","Car(New)",3380,"< 100 EU","4 <= ... < 7 Years","< 20%","None","< 1 Year","Real Estate",37,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Female","Divorced/Separated/Married"
"748",898,"< 0 EU",36,"Existing Paid","Car(Used)",5493,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Unknown",42,"None","For Free","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"749",899,"< 0 EU",6,"Critical Account","Car(New)",609,"< 100 EU","4 <= ... < 7 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",37,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"750",900,"No Account",18,"Existing Paid","Furniture/Equipment",1984,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Unknown",47,"Bank","For Free","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"751",901,"0 <= ... < 200 EU",9,"Critical Account","Radio/Television",1154,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Real Estate",37,"None","Own","4 or 5","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"752",902,"0 <= ... < 200 EU",45,"Critical Account","Car(Used)",4576,"100 <= ... < 500 EU","Unemployed","25% - 35%","None","> 7 Years","Car or Other",27,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"753",903,"No Account",15,"Existing Paid","Car(New)",5324,"500 <= ... < 1000 EU",">= 7 Years","< 20%","None","> 7 Years","Unknown",35,"None","For Free","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"754",904,">= 200 EU",36,"Existing Paid","Radio/Television",3919,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",23,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"755",905,"< 0 EU",24,"Existing Paid","Car(Used)",2910,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","< 1 Year","Unknown",34,"None","For Free","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"756",906,"0 <= ... < 200 EU",12,"Existing Paid","Furniture/Equipment",983,">= 1000 EU","< 1 Year","< 20%","None","> 7 Years","Real Estate",19,"None","Rent","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"757",907,"< 0 EU",48,"Existing Paid","Car(New)",7763,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Unknown",42,"Bank","For Free","1","Highly Qualified","< 3","None","Yes","Bad","Male","Single"
"758",908,"No Account",24,"Critical Account","Other",6314,"< 100 EU","Unemployed","> 35%","Co-Applicant","1 - 4 Years","Unknown",27,"Bank","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"759",909,"No Account",12,"Existing Paid","Radio/Television",707,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Real Estate",30,"Bank","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"760",910,"No Account",30,"Critical Account","Radio/Television",4530,"< 100 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Car or Other",26,"None","Rent","1","Highly Qualified","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"761",911,"0 <= ... < 200 EU",9,"Existing Paid","Radio/Television",1670,"< 100 EU","< 1 Year","> 35%","None","1 - 4 Years","Car or Other",22,"None","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"762",912,">= 200 EU",10,"Existing Paid","Furniture/Equipment",1275,"< 100 EU","< 1 Year","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",23,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"763",913,"No Account",11,"Existing Paid","Business",2142,">= 1000 EU",">= 7 Years","< 20%","None","1 - 4 Years","Real Estate",28,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"764",914,"0 <= ... < 200 EU",12,"Existing Paid","Radio/Television",1534,"< 100 EU","< 1 Year","< 20%","None","< 1 Year","Real Estate",23,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"765",915,"No Account",12,"Critical Account","Radio/Television",1655,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Real Estate",63,"None","Own","2 or 3","Unskilled Resident","< 3","Registered","Yes","Good","Male","Single"
"766",916,"No Account",9,"Existing Paid","Furniture/Equipment",1313,"< 100 EU",">= 7 Years","< 20%","None","> 7 Years","Car or Other",20,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"767",917,"No Account",6,"Existing Paid","Retraining",1238,"Unknown","Unemployed","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",36,"None","Own","1","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"768",918,"No Account",10,"Existing Paid","Car(New)",1309,"Unknown","1 <= ... < 4 Years","> 35%","Guarantor","> 7 Years","Savings Agreement/Life Insurance",27,"None","Own","1","Unskilled Resident","< 3","None","Yes","Bad","Male","Single"
"769",919,"No Account",10,"Existing Paid","Car(New)",1597,"500 <= ... < 1000 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Unknown",40,"None","Rent","1","Unskilled Resident",">= 3","None","No","Good","Male","Single"
"770",920,"0 <= ... < 200 EU",48,"Existing Paid","Furniture/Equipment",9960,"< 100 EU","< 1 Year","< 20%","None","1 - 4 Years","Car or Other",26,"Bank","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"771",921,"< 0 EU",36,"Existing Paid","Furniture/Equipment",3620,"< 100 EU","1 <= ... < 4 Years","< 20%","Guarantor","1 - 4 Years","Savings Agreement/Life Insurance",37,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"772",922,"No Account",6,"Critical Account","Car(New)",362,"100 <= ... < 500 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",52,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"773",923,"No Account",24,"Existing Paid","Car(Used)",9277,"Unknown","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Unknown",48,"None","For Free","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"774",924,"< 0 EU",20,"Critical Account","Furniture/Equipment",4272,"< 100 EU",">= 7 Years","< 20%","None","> 7 Years","Savings Agreement/Life Insurance",24,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"775",925,"0 <= ... < 200 EU",9,"Existing Paid","Car(New)",3195,"Unknown","1 <= ... < 4 Years","< 20%","None","1 - 4 Years","Real Estate",33,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"776",926,">= 200 EU",18,"Existing Paid","Radio/Television",2100,"< 100 EU","1 <= ... < 4 Years","> 35%","Co-Applicant","1 - 4 Years","Real Estate",37,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"777",927,"< 0 EU",36,"Existing Paid","Other",15857,"< 100 EU","Unemployed","20% - 25%","Co-Applicant","4 - 7 Years","Car or Other",43,"None","Own","1","Highly Qualified","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"778",928,"0 <= ... < 200 EU",54,"None Taken","Business",15945,"< 100 EU","< 1 Year","25% - 35%","None","> 7 Years","Unknown",58,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"779",929,"< 0 EU",36,"Delay Paid","Business",2145,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","< 1 Year","Car or Other",24,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"780",930,"No Account",12,"Existing Paid","Furniture/Equipment",1574,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Real Estate",50,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"781",931,"< 0 EU",12,"Existing Paid","Radio/Television",709,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Real Estate",57,"None","Own","1","Unskilled Resident","< 3","None","Yes","Bad","Male","Single"
"782",932,"0 <= ... < 200 EU",21,"Delay Paid","Car(New)",2353,"< 100 EU","1 <= ... < 4 Years","< 20%","None","> 7 Years","Savings Agreement/Life Insurance",47,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"783",933,"< 0 EU",24,"Existing Paid","Car(New)",915,"Unknown",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",29,"Bank","Own","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"784",934,"0 <= ... < 200 EU",12,"None Taken","Retraining",1410,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",31,"None","Own","1","Unskilled Resident","< 3","Registered","Yes","Good","Male","Single"
"785",935,"No Account",36,"Delay Paid","Radio/Television",4463,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",26,"None","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"786",936,"No Account",24,"Critical Account","Car(Used)",2346,"< 100 EU","4 <= ... < 7 Years","> 35%","None","4 - 7 Years","Car or Other",35,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"787",937,">= 200 EU",24,"Existing Paid","Radio/Television",1258,"500 <= ... < 1000 EU","1 <= ... < 4 Years","25% - 35%","None","4 - 7 Years","Car or Other",57,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"788",938,"No Account",18,"Critical Account","Car(Used)",3850,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","< 1 Year","Car or Other",27,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"789",939,"No Account",21,"Delay Paid","Business",2580,"500 <= ... < 1000 EU","< 1 Year","> 35%","None","1 - 4 Years","Real Estate",41,"Bank","Own","1","Unskilled Resident",">= 3","None","Yes","Bad","Male","Single"
"790",940,"< 0 EU",24,"All Paid","Car(New)",1193,"< 100 EU","Unemployed","< 20%","Co-Applicant","> 7 Years","Unknown",29,"None","Rent","2 or 3","Unemployed Non-resident","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"791",941,"No Account",15,"Existing Paid","Radio/Television",3568,"< 100 EU",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",54,"Bank","Rent","1","Highly Qualified","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"792",942,"0 <= ... < 200 EU",30,"Existing Paid","Furniture/Equipment",3832,"< 100 EU","< 1 Year","20% - 25%","None","< 1 Year","Savings Agreement/Life Insurance",22,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
